row_id,message,cluster_id
2935,Why not be able to download the software and this way I can only change other brands of mobile phone,6
2932,"""I received this email and did not know who to contact. It appears to be a hacking scam email and please tell me how to resolve any issue I may have with whoever this person may be. I did not open any attachment and I did not authorize this charge:",6
2179,"""I notice that the chat transcript from Feb 6th is not available. Is something wrong?",6
1128,"""How in the hell can I check how much money is left on my MusicPlayer gift card. What the hell can I buy with it?? Where can I use it?",6
1129,Big ass company and you canÕt get Êan answer!!!,6
2188,Please help ,6
2194,This is not able to resolve the alias information,6
1133,How do I cancel purchases?,6
2157,"Horrible customer servicd. ÊDevice needs to improve so donÕt have to wait 1 week or more to get in person help. ÊIf I have more than 3 Device devices, ridiculous amount of money I have spent I should get assistance ASAP. ÊNot happy",6
2156,"Korean The SmartPhone, but are also living abroad in foreign countries must receive service from the Device store. The Republic of Korea but I don't have the option of choWindowsing carrier",6
2966,Private type girls team... :(,6
1683,"It would be useful to be able to log into this app with multiple Device IDs. I have a business setting up SmartPhones and Screens for the elderly and vision-impaired, and need to talk to Device Support on behalf of my customers. They all have their own Device IDs,",6
1694,Where is Spain as an option to change location?,6
2983,VIP DoesnÕt get what they think the get a tax for the help and I would need to verify. How many and who.,6
2982,Quest for my old contacts and vip s ex. Ex. Plz,6
1693,"Hello Device Team, I hope this message finds you well. ÊI have been loWindowsing saved contacts in my I-cloud. ÊWhat can be done to prevent this from happening? Thank you and have a fun day. Sincerely, Joey Nunley 615.500.3194",6
2976,"""Your devices are wonderful",6
1095,What would I need it ?,6
1686,"I have a problem, and I would be very happy if it is solved immediately. You have sent an email about Android Games music family membership, and it cWindowst 114 dollars but I didnÕt want any membership and I didnÕt apply for any membership. I donÕt",6
2149,We need a new battery for my SmartPhone 4s. A wait time for the exchange of 10 working days for us is unacceptable. We would like to give the device and on the same day the SmartPhone with a new battery or a replacement device.,6
2153,I buy games on the app shows how to purchase commodities.,6
1097,Please call me .,6
2150,You have the incorrect telephone number,6
2151,"""I was told this is the best place to check my loan information such as balance etc. would not help me at the Device store so I downloaded this app and i can not find any information on my citizens one loan. ",6
1100,Please call me soon .,6
1679,I don't receive any help from you pure waste my time very bad bad company Device support does not serve for nothing,6
2969,Hello I have a friends who this fact to withdraw money several foit in the me but it is not where its vien it is just marked flow ITUNE It is all it happens not to see the place as early as the beginning of fact even that bank does not happen how could it do,6
1678,So far so good but I wish I could buy MusicPlayer codes with my amazon account because I have money on there and I donÕt ever want my credit or debit or PayPal linked to my Device ID ever again due to a security breach in part of one of them.,6
1689,"Hello! I can't see the pictures of my SmartPhone in the pc and i want to download, and nor can I",6
2066,Dear sir please help me,6
3040,tonight I got an email that I had made a request. When were the data do not match thWindowse of me. I am afraid that it is a bogus e-mail is,6
1938,"""Hi guys plz b eg u for",6
1945,"MusicPlayer Store 100499298802 contact the ID of the old mel add-on since it does not have to remember the password and want to unlock. I'm still in the earlier release. Not funny well I don't know. Now, you can update the app does not want to release from the state as soon as pWindowssible. In addition, Device in Shinsaibashi, want to get the booking date. 14 days or 15 days free time and want to book me, what do you look forward to your reply are you booking.",6
3193,"It will not be able to manage the recent history. If pWindowssible, remove the Clear Recent History I want a feature.""",6
1950,I knew the last three speech is that it can cause operator help to get more information of your friends that there is a heavy accumulation of,6
3191,"""Device Support App is very easy to use, and I think that the service was great.",6
1954,When in my account under the support app why can I not edit my details like phone number....,6
1958,"to date, I have not received anything""",6
1962,Bullshit I donÕt like this app I also call the device support but they didnÕt pick it up I canÕt believe it this is not good at all this app increased my problem instead of decreasing it,6
1963,"""I can't make it TV remote app from TV are passed after the update.",6
3186,"There is a problem with the above (1), so I need help ASAP.""",6
1964,"I want to try and reboot""",6
976,"""Press the L key is not easy to book device mls shop gear for too long I have to travel on 18 March about an device authorized shop called British Dragon Huachen International Hotel after repair or not.",6
1985,"""CanÕt cancel HBO GO",6
1817,Accessing the remote _Phoneumda imassege need to support emergency and FaceTime kapatamuyorum,6
3179,"He has helped me solve my issu""",6
983,Report a problem,6
3159,"""Went to local Device store today, my SmartPhones ÒselfieÓ function wouldnÕt operate. ",6
1995,There is a problem with the Set ID siri family share cancel,6
3144,Today I went to Device already had my appointment in Leon Gto in plaza mayor and arrived and the person who was in the bracket are on another person and I said no because that rare and asked a person super friendly all told me right now what we serve and Lugo,6
3143,How to modify the contact phone number,6
959,"""Please, let us sign in using fingerprint. ",6
3203,"Thank you for your understanding""",6
2071,I was looking for here the gateway for a call to a counselor Device Care.,6
1842,Why isnÕt there a DIRECT way to access device chat instead of this convoluted way?,6
1876,"""An option to assess the support received",6
3263,You can cancel the APP using cellular data up to the limit of 150m,6
1890,"My husband and I both like to call for major concerns.""",6
1891,"Good evening I would like to make my comment with regard to a problem that I had with the SmartPhone because the technical services that we provide are not predispWindowsition to solve them since they gave me several directions and be able to choWindowse a nearby , of the",6
1904,I need help,6
1909,I am having trouble with my Cluster IÕm not able to receive any mail half of my apps that I purchased that have been paid for or not showing up that I paid for so I want to know where the money has gone or where my apps are gone where are my apps that I ha,6
1911,I have changed phone number.,6
3248,"I would like to have information on sharp lndevice watch for the treatment of my diabetes but I cannot open a communication with Device because I do not have the Device Watch!!!!!! Do c pzs of num of Serie A Educate therefore pzs PWindows""",6
3233,I do not download whatsapp fix,6
3231,This is called Suan Mersin Gurgencler authorized servisinizdeyim but put here usulu name yaziliyor and people order it found. And sacma kurmuslar deviate from a system to deliver a device for almWindowst an hour to do you expect. A radio with a human beings gorevli,6
1859,I was sent a msg saying iv been selected to test the new SmartPhone and in exchange I could keep it but no one has got back to me can you email me and tell me why? Thanks thelick0121@outlook.com,6
1922,I boot my email on another phone number,6
1855,My Device TV purchased in Brazil on Device Store online had its serial number not recognized by the system and therefore did not receive aid with another problem of authentication to log in to access the MusicPlayer by Device TV,6
947,I want to change region of my account. But still have balance ( 0.03$ ) so i couldn't change. Please clear my balance.,6
951,I need the help of urgent SCV,6
1926,I am bummed. Every time I try to sign in to MusicPlayer or Apps my password never works and I have to try to change it again. Now that my laptop died I was thinking of getting a Screen but what was I thinking? My Spreadcast and SmartPhone are driving me crazy!,6
3209,"For questions mail to: tfeijen11@gmail.com""",6
1929,"""So that you can from the iMessage useful if",6
1843,"""IÕve just had 2 messages saying my Device ID is being used near Glasgow and telling me to change my passsword . ",6
1997,"My e-mail authorization to send my SmartPhone for maintenance has not yet arrived, is already more than 48 hrs that i am waiting, I want the cancelation of payment !!!!",6
3140,Ca you tell me why it shows that I have an device I watch and I have never been able to set up mail on my account. Are you able to see IP address of whomever is using my ID? Cantuj9@ymail.com and mairacantu@ymail.com,6
1806,"this has been a going thing no more Êpw pw put the jackass in jail""",6
1804,my Êphone number is being used by some hackers software to make calls using my number to several places including 911 please fix this they also did the landline leaving messages I dont care to bother law enforcement this has exculated fast I NEED FAST ASS,6
1028,"""I am being charged $64.00 by you for the past several months. I did NOT authorize this and DO NOT want this. Please cancel and refund my money ASAP.",6
2046,"""I am now. There was a unauthorized access. Once again without the fear of sleep is being revived. Why is the",6
1772,Hello. Siri and i found the vulnerability Device Please do this before from a correct. Without Siri i phone _arjdayken or one of which each hey siri my meaning is active. And each of the cut in the directory and the message together and known yollaya. The heps them,6
2047,"previous id and asked to log in. It is scary.""",6
3063,i did not disappear and the Device is very important for me to transport the mWindowst appropriate place it again i strongly to,6
1040,"From this application, you can arrange shipping repair is not intended to, but this is so?, delete the app from the web if we are able to arrange delivery of the repair. This application is able to service, I want you to fix.",6
1042,Am not able to delet mails in inbox directly,6
3059,"One of my apps do not work with the last update. The developer is no longer keeping it active. This app stored photWindows... Since I can no money open it, so I lWindowse everything that it stored? Is there a way to retrieve the info inside???",6
1759,100500661453 This is my case number but it may not please respond if you can call in to my new phone number 5930992774158,6
2060,I need help with contacts they all dumped into my phone with out proper information?,6
3054,Hey yÕall still working with this MicrWindowsoft group bare with me never new it took this long to get this stuff up and running,6
2063,"""Hello! I have received an email with the following subject """"Re: Renewal essential account.""""",6
1135,"Just want to informed you there are phishing emails circulating pretending to be ÒDeviceÓ informing that my Device ID & Password was updated which I didnÕt do. Thinking my Device ID & password was compromised thatÕs why IÕve change my password. Please l""",6
3050,I do not download more applications do not understand why since I have never had any problems please resolve otherwise I will be forced to abandon the Device .,6
1751,"i wanted to ask if you have politely for what on the TV app will change. I can no longer use the Video Player so great and whether it would be pWindowssible for my entire squadrons i bought MusicPlayer on a current Player.If yes""",6
2067,The time it took to respond to my issue was quick but the problem was because it was a gift I had no way to prove legitinotebooky.,6
1746,Could not find the online Customer service,6
3042,"I received a e-mail, or a purchase. I did not buy anything and""",6
2070,Why canÕt you respond to my need of help??? ÊWhat is this service for???,6
3081,"""This is the only way I could find to contact you.",6
1025,"I am Chinese but now in Korea, but I would not say that Korean How to Change Address",6
3100,"Just like with the calendar, I would like my health app week to start on Monday not Sunday.",6
2033,"I donÕt use anything except cash, check or money order. I got taken for ~ $9,000.00 last year by a third party and could only claim 60 days of fraud. I had to change my bank account. The police didnÕt believe me, although I had purchased made to my accoun",6
1802,.How do I reset and add his phone number?,6
1801,"""I want to give this phone to my son.",6
1795,"This is a helpful, & experience changing app with Device support. It is great.",6
992,Please help me understand why my apps wonÕt update???,6
2027,IÕm trying to figure out how to make a home support call back regarding the same problem IÕve had with messages being out of order since I updated the software months ago. YouÕve tried twice to correct it but nothing lasts. Case # 100452187350. My land li,6
3128,please help me,6
3120,Please help,6
1002,i forgot my password just want to reset it with out a long drug out ordeal,6
1003,I am a SmartPhone 7 Plus memorandum of understanding the password entered is correct or not and why.,6
1776,Please help.,6
1004,Why is the phone number of the account cannot be changed.,6
3115,Thanks for helping me fix the charge on my card,6
1008,ÊÊÊThank you for buying at MusicPlayer Store,6
1010,Device ID: CreditCard,6
2034,"""Thank you for your help regarding my battery replacement options. ÊÊAs always, APPLE always remains paramount amongst the competition in all aspects of the Òtelecommunications world.Ó,",6
2042,Good now letÕs go to I cloud?,6
3107,"Just received call on home phone. The number the call was originated from was an actual Device number. The message was, your Cluster account was hacked. We knew Device would never alert us using a phone call. Just received a second call from a different Appl",6
1778,Please call me at 310 383 8400,6
2213,This is not the correct phone number,6
1150,I need help please,6
2922,Hello i have i brobleme with creadit new device id,6
1139,How can I update my phone number in my account. Having problems with Device trying to contact me keeps calling old number,6
2496,Ordered game from Device sore. Never had chance to put redeem code in so cWindowst me $3.99 instead of being free. Want refund on starman: tale of light. Millie ogle,6
2497,Thank you all for device.,6
2751,"I would like to ask, where the money.",6
2750,I am having a problem with my ability to purchase a subscription to Recolor app. It says that my purchase abilities are not working..and I would like to know why ?? What can I do to rectify this issue.? Please respond to my inquiry and pWindowssibly walk me th,6
2504,"Any idea , I want to purchase it but it was remove""",6
1456,"will take, we will pay shipping and handling fees are also not convinced",6
1455,I want to purchase the merchandise is the description of the trade-in cannot understand at all I was told that the street is the only one in order t reluctance,6
1297,In December 2017 I had problems with my SmartPhone ... took a stand of Device and told me that the phone was with liquid damage ... Asked me if I dropped it in the water or something like ... And I said that I was taking a drizzle with the c,6
1300,I would like to request an appointment,6
2510,"The Jeju Island, and live. Ipad Pro 12.9-inch, and I'm using. Visit our website to buy the Ipad was purchased from a genuine problem ~~ if there is a problem with the keyboard's magnetic part is to make sure that your can't do this exabyte three frWindowst frequently phrases. As I want to be the headquarters in Seoul in Jeju Island, but is not sent by mail and the repair is complete, the mail I want to receive in a way that should not be in such a way through. I used to call the 1,012 as the models.",6
1449,I want to purchase ACTT but it doesnÕt show from Device Store in Japanese version and hence I tried to buy from the other country version however in the shopping field shows its error because I applied it from AustraliaÕs one. How should I write shipping a,6
2740,Please Autpmatic Setup feedback,6
2739,I have revived an email from Device starring that someone has made a transaction by credit card using my IÕd. ÊThe email asked if this was me or if not me then click on the square to report it. ÊI did this then it asked for my password email address. Home,6
2520,"Just checking to see if my order went thru one again, thx Ronny OÕkeith Walker, never can get order number or check out COMPLETELY!!",6
2734,"""That makes two times that the advisers Device who were suppWindowsed to follow me by e-mail stop responding overnight... Just after having recovered the data in a completely Device Watch buggy.",6
2523,Someone used my account for suspicious transactions and i must pay $99,6
2732,thank you to take into account,6
1445,Just want to submit a font error on call log,6
2723,Number belonging to someone else is attached to this phone 337-305-5080. My number 337-296-2257 works. And an cluster address I don't use is attached and no one can remove it so I no longer can use device for long. Hacked!,6
1465,"App is junk, if you already have a case number no place or action to check progress on. Website does not work with iWindows 11.3 tried to input case number and hit submit and nothing happens multiple times.",6
2483,Now I would like to receive an appointment to the mWindowst demanding centerdan 2 weeks i am trying to get an appointment to what is this such lin Cumhurba_kanõnda expires during the appointment and we are like the softkeys on the phone and there are other problems with the appointment system is no longer find a remedy,6
1289,"I have another telephone in vain for a long time. I also changed to a new email and Device ID, I would forget the old email add :piklootang@yahoo.com.sg password How do I remove old or where to go to get the u",6
2771,Refund Why is there only one opportunity. It is no longer to return.,6
1511,"""I am being billed for app I did not nor do I want. Please disconnect and repay all billing up todate. ",6
1266,"Reply to chat. It is made of, and did not seem to have been disconnected in the middle.",6
2422,"Thank you for your help ,Amazing experience. Will send a copy of chat through my email.",6
2776,"""My acorn subscription does not work. ",6
1503,(Night Shift added during reset or in a convenient can be repWindowsitioned).,6
2774,Please give help on MusicPlayer. ÊWhat you have is useless for me. ÊI never would have bought a new phone if I knew how terrible the experience was to fail at transferring MY MUSIC!,6
1271,"Dated 3 april,I have received an email signed by the support of Device, informing me that the system detects fraudulent activity and the replication information.billing error for the acceptance of payment.We would like to inform you that your App",6
1500,Would be great if you can retrieve the repair status!,6
1276,Hello . Will be great if you can make it to see all the Cervices that we have in here..,6
2480,I want to talk with a human. ÊNo option to connect,6
2770,"I need help on cancellation of purchases , performed 2 purchases without wanting but canceled the signing of them is like to confirm",6
1492,I would like to be remembered but I did not get there via the application. Could you remind me?,6
2452,Helped out a lot iÕm glad i got this app .It really helped with my problem and I think itÕs gonna help other people with their problems.Great app.,6
1479,"""Good i can not update any application thanks best regards",6
2764,"I canÕt create a new Device ID , please help",6
1477,My Device ID doesnÕt work I have spoken to Device many times about trying to correct my Device ID and nothing happens and then I called support and I just keep getting a runaround and nothing happens I donÕt get to speak to a real person,6
1476,I didnÕt receive the call I expected at 9:15 AM,6
2474,I got a message thanking me for my purchase but. dId not buy anything!!!,6
2532,"Hi I couldnÕt find another space to do this, but I wanted to comment on the television provider sign in functionality, itÕs great but it would be even better if you could store multiple identities. I am switching from cable to Hulu live tv and am planning",6
1439,"IÕd like to submit a complaint on the case Id above. When I spoke to Amir he said he would order a new battery. I followed up last night and created a new order since I had not yet heard back. This morning I got an email saying my r""",6
1438,"""Case Id: 100457893724",6
1393,"Thanks serena (donÕt know the name exactly )""",6
2568,"canÕt get a support call ... because not in one of the favor countries""",6
1402,"i have activity in 90 days.Delete all from margWindows pad,there is no permission for other devices ornetworks",6
2582,Not writing the book repair,6
2583,"I wish to cancel a subscription that without wanting to buy Am I still in time to cancel it, what should i do. Since it is extremely expensive",6
2589,I can't see my order of,6
1394,I need to pick a location that is not on the list because itÕs not in my current language but thatÕs fine because I speak the other language,6
2654,"""I canÕt add my AirPods to my account, even though theyÕre paired to the phone IÕm using the app in.",6
2645,I tried to have your support team call me and the call never went through. I show no cal history. IÕm not sure what happened.,6
2592,"""Hi Device Team, ",6
1414,My daughter purchased something in a game ive tried to get ahold of you my daughter is 7 years old plz refund the 100 dollars thank you,6
2630,Could do with a search field on the list of items so that you can find your category much easier,6
1391,And it was updated as per I was guided by the customer care executive ,6
2593,"IÕve waited for almWindowst 2 hours with still no response from your support team. Refer to my case id 100502972555. Ive had 15 charges from itunes today amounting to over $1500 cash for unknown reasons. This was also flagged by the bank and h""",6
1389,Made an appointment for istore at northampton for SmartPhone battery replacement via this app. Upon arriving at store was told the phone had to sent away so would be without a phone for 3-5 days. This information should have been on the app so I wouldnÕt have,6
2627,"Awful. Same generic sentences and constantly been disconnected. Genuinely canÕt wait to pay off my contract and give my AirPods to another Device mug, whoÕs getting ripped off just as much as I am. £79 for a replacement AirPod? Absolutely disgraceful",6
1385,"IÕm not able to do so as per the text I received from Device store while trying to install the app!""",6
1379,My Account shipingde_51678yah@icioud.com could not be restored?,6
3269,"""Scanner For Me purchase (after 3 day trial) in error. How do I cancel. Have another scanner already. ÊThanks.",6
2669,"Hi, bought RWindowsetta Stone app thru device but cannot get in touch with app provider ? As my email address is not recognised ?",6
2675,"""I have message received by e-mail that my monthly fee shall not be collected. I am of bank and have my credit card on said at ING.",6
2711,I want the option to send Device Support emails to my Cluster inbox in addition to my Outlook inbox.,6
2687,Cancel this account. Bbroesky@capitalpower.com. My only account should be kWindowssimfree@gmail.com. I have asked this request already but still getting emails and my ID and credit card is still attached,6
2710,K IÕm done thatÕs enough for me lol,6
1436,Why does my mobile phone and receive a text message is not addressed to me,6
1435,I also would like to see the current situation of my repairs inside the app. Thank you.,6
2695,Y are things blocked,6
2691,Correct plz. IÕm owed by them then?,6
2542,I recognize an open rear screen is stationary for a few seconds to prompt me to countenance id is not available try setting countenance id. Buy Now come from six months had been not to make too.,6
1433,"Even though it is set in Korean if you live abroad, it is pWindowssible to set up abroad, so I'd like to change.""",6
2688,I love device products,6
1431,ThWindowse icons are not available. There is no vCard.,6
1351,You can contact us via email is no longer roll call.,6
2545,When I go back to my Facebook account and password access apps devices and password,6
2686,How do I request an appointment in Device of La Maquinista,6
2553,"""Really easy to get onto phone support which sorted out the issue nice and quick. Only suggestion would be to have an option to submit a question to support or maybe a live chat in case IÕm unable to talk on the phone but need an answer. ",6
2557,"Please correct the email I have listed in the "" my Device ID "" part of my profile . ÊI'm so frustrated and sad that I don't know what to do. On 4-2 a very nice lady, a 2nd level tech, spent 2 hrs with me. Was very patient kind and helpful. As we were going",6
2680,"Thank you so much for this update, I have been considering buying a google phone or a new I phone. After trying to make any sense out of this update I will be changing to google. ÊJohn Rodgers",6
2679,I canÕt find my password,6
1347,"And I have already told you about the""",6
1350,"2. My phone that I have three points from the former site of the day to complete the replacement does not accept the call. I misled the three previous to you in fact is the first of three points, and queued to receive queue of about two hours to not accept the call is open this phone does not have appointments but do not tell me the 400 Can Schedule Download Device support can be scheduled. I have 3 point to the on-site personnel have no active reception asked questions love to ignore the wait more than two hours tell I am unable to access the phone no apology on-site many people are very angry but staff of the callous indifference for so many years in my life.""",6
2418,I cannot find the topic Changed me and my Device imei is not stored in the message,6
1515,Well my Device ID keeps getting disabled after I get it unlocked and to be honest IÕm getting really irritated. I do appreciate that there is finally some sort of security that is going on because of the prior fraudulent activity on my account but I though,6
2786,"Leave the Japanese overseas repairs in the store, a reservation is able to do is inconvenient.",6
2872,"Please analysis demand and appointment slots accordingly. all the data is there, how many appointments made, time taken to resolve issue and people working in a tim""",6
1163,"The app appears to be displaying time slots that are not available. ÊEvery time slot I clicked on, I received an message saying ÒUnable to submit this request - try again laterÓ.",6
2887,"Therefore call me to know what is the problem has no meaning. :(""",6
2276,"Su lÕapp mail, integrare le notifiche push con account Google",6
2287,"The size of the text input when reporting bugs is much too short! In addition, could also be helpful screenshots as an attachment. Otherwise this app more gimmick and sedation therapy :-(",6
1597,No one contact me,6
2882,We need live,6
2881,"Dear Device support i got problems with downloading music, please help tq",6
1593,"Good evening, I forgot the password of my ID and I tried to enter from Cluster and it has not been pWindowssible, I ask for the number of cell phone, get the message that when the account is ready for use i will get a notification to the cell phone or receive a call,",6
2867,"""Want to be able to deliver the message feature allows users to submit some non-urgent issues such as",6
2273,"I canÕt reset my questions and I canÕt talk to you@ because I am from Ukraine""",6
1585,I canÕt get back on g mail,6
2316,What has happened too wish lists for books and Android Games,6
2861,Excuse for the late payment of the subscription as I have to check it on my email account and I cannot manage my credit for this month. IÕll make sure that the payment will get paid once I have cleared the check from my account. Thanks for your understand,6
2860,Large three-way is incorrect use of ID.,6
2859,The Ministry Screen we have to call me a password but without setting password,6
2856,"""Three of the hacking from the large",6
1576,Could I get an officer in the singapore store to help me with the files app for work?,6
1573,"Before my appointment is canceled. Next time I would like someone to tell me, and maybe give me another appointment slot.",6
1161,I am in Spain and i have been unable to make an appointment here through the website and even through the application. I would like to know what should I do there do not appear to be available dates to bear my SmartPhone at the Genius Bar.,6
2264,My phone is being spied on by someone and I canÕt remove it,6
2852,I have a clerical error operation is unable to give a refund,6
2896,Super service client chez Device!! Au top !!,6
2214,My ID on why not to go to the password has not changed.,6
1145,Please block any other device from getting into my Cluster & changing my settings & turning off my entry passcode PLEASE,6
2222,"Second, I would like to enable two-factor authentication is successful, a Device ID Settings Updated recommendations propWindowsed to re-enter the password and login ID or part of the service function is not available when I entered the ID password is still the same prompts to ask how to deal with""",6
1637,Deactivated recovery how long is not enough,6
2901,"Hello, I am a horse into into my Device ID to steal the trouble help me block this ID The ID cannot be used.",6
2897,"Unable to download my pictures to an external drove, please contact me at 955-805-8868 for assistance .",6
2226,"This needs to be changed to allow for any country code to be selected, because I am in Thailand which u""",6
2612,I need some help with getting access again.,6
1625,"WHEN a customer takes the time to submit feedback to Device (like I did a few minutes ago regarding Device enabling users to scan/take a pic of a doc and then lock/secure that doc, enabling me to get rid of CamScanner app) - - it would have been very helpfu",6
1158,Not spain where I live,6
2890,I need you to give me a call,6
1624,"Device devices are a complete mess. YouÕre not talking to yourselves and expWindowsing everyone to malware. For some reason on a fundamental level of security, youÕre not understanding. You canÕt Òwish awayÓ or stop supporting old services or stop explaining th",6
2247,Thanks for your time,6
2252,I am trying to find some info or input to help me with my Device products. ÊÊI have to date been an avid device user and lately have been truly disappointed. ÊÊI purchased an Device TV 4K and have had issues streaming logging in and using it in general. ÊÊSe,6
2889,I asked for a phone to schedule a call and don't accept none,6
1156,Forget the security issues,6
2258,"You device to guarantee our privacy special be careful of third-party information and messages. There is a game called warships in the Pacific war: his charges system stability and Skip Click is very serious. And this company is said to them Device Company Information Sheet to me I was very afraid because this company name and address and phone number on the Android Games are found to be false. To me in the last few months in this game, have spent millions of HK$feel cheated Feeling billing ambiguous. Please contact me as soon as pWindowssible +85366151515 Phone Number this is my email and Device ID yWindowshida1515@gmail.",6
1616,I have a different number. ÊThatÕs why you canÕt reach me,6
2854,"IÕm really upset about no answer you All I was bragging about. Specially when I was hacked. I told everyone all the other can device dWindowse it, their not all talk there action",6
1196,"""It look like someone may have hacked my Device I D. ",6
2409,The surrounding area also displays your current location and would appreciate the other store.,6
1527,"From Device phone 6plueSC""",6
2370,"The application has already been deleted on several occasions and I see this problem on other SmartPhone""",6
1546,Friends do you want you in your own mind for your birthday,6
2384,Unable to set the language,6
2386,"""I am trying to see in my MusicPlayer and Device c,is what the $1:48 that you charge me to each month",6
1538,I want to request a connection,6
1245,Very good application with very useful information and interesting.,6
2390,Web Browser autofill for usernames and passwords not working despite correct settings. What a pain. Now using chrome. Please fix.,6
2396,I was never asked,6
1249,"A chat would be amazing. IÕm sure this is in development, but +1 for the release of it!",6
2369,When I filter the search he even tells me not to store.,6
1253,"Should inform at the time of scheduling that the premium assistance only makes battery replacement on the same day to schedule until 17:00 ???????? LWindowst time, spent with parking...i will no longer use assistance Device!",6
1524,and ask again after I format the front of backups are there when the relevant guidelines technician does not reply,6
2794,"""Mail, send a request to the product received as we ask for feedback.",6
1256,This app needs to have an option to schedule & cancel appointments. It already lets you check your coverage. It would be useful to be able to make appointments via this app.,6
2401,I think it is a pity I have things to share with my family requires a credit card!,6
1518,"""Hi have received great help . But saw on gmail that i kontaktatat s 4 times , DOES NOT 2 times is the . The Va order number and everything on the judgment here your mailbox . You can check out uppsetts thanks",6
2408,You can also select the regions outside of Japan and the people overseas may be easy to use.,6
2793,"I was told prior to attending the appointment that they eStorm would have to send the phone back to Device anyway (your policy). That would have resulted""",6
2809,"Why is the app stroe, pay-per-view of the network, lack of access to services you can only receive money does not do",6
1240,"""Hello, I am getting a message while using google that there is virus detected on my device and it could affect my personal information and banking information ie credit card and my email so on. Please be advised. ",6
1572,"At the moment I think it is excellent, I asked to be observed by Device and I seem to have been listened to.",6
1216,I pray for the return. Thanks,6
1199,"The app was called""",6
1571,Thank you so much guys I contact you about some issues with my phone and you help me with that and my phone now itÕs fixed and work perfect thank you so much,6
2347,"""Outlook and yahoo is",6
2841,"please tell us thank you""",6
1565,I want to change the location of preference and cannot. Need to change to United States of America,6
2837,"The order of tasks in the app is incorrect and false notifications are being sent every now and then.""",6
1207,"""Hi there I was added my bank to pay Cluster and badoo charge me £19.99 I want refund me because I want just pay Cluster nothing else ",6
1211,No problem exists. Such as the ramifications or via mail to me in any way even a single answer is not allowed. Reverse your statement of 0(zero) points i am.,6
2825,Some apps offer features like Òkeep phone awakeÓ yet the phone doesnÕt lock the device on its current screen once the phone hits the time setting to make the device lock... keeping the phone awake is nice if you want to view updates in the app.... but cli,6
1238,"You have 24 hours to open this email from your account""",6
2824,SmartPhone during a meeting with the support phone support by involving grsmesi i want to search again thank you,6
1226,"It would be wonderful to be able to send scheduled iMessage/SMS. Being able to send a text at a certain time is crucial. For example, my mother goes to bed at 9pm always, IÕm a night owl and think of something important I forgot to tell her. Knowing she w",6
2367,"It is a great app for wasting time and do not find what you want.""",6
1231,"The email from your company, contact us and seemed suspicious.",6
2814,"The appointment after sale, name the default is Device ID name cannot be changed.",6
1234,news_japan@inside Device Device,6
2368,"""A problem recurring very at the level of the appointment.",6
2811,The service account is not supported in the Device book phone book is also available in the app appears not to know that the maintenance and cumbersome process.,6
929,"I don't have signal tells me "" Service "" or "" Movistar "" but does not pick up signal, because it will be ? I leave my email: Marceeojeda1996@gmail.com so i can send a gmail and can you help me please thanks a lot!",6
1889,"""I like to email problem to Device support and have them return email for minor issues ",6
920,please send me anything that tells me how to totally and i mean totally delete everything in cluster cluster drive and itunes in the bloody cloyd. mental crazy cant understand any of it all i know is that all 4 products are paraylised ÊPlease please i just,6
3922,"Trying to create a free developer account, is it pWindowssible",6
404,"I used a few times and I am surprised by this, could help me?""",6
3959,I have to download an application and after I saw that there was a monthly fee or annual How can I do to cancel it is disabled I have a trial period of three days I would like to do so before Thank You,6
406,No where to set up a mail in repair and on website when you set up mail in repair issue not listed and no way to add side note .,6
416,Pls call,6
419,Please include sessions im Device stores,6
420,I bought Device Care through this app but there was no option to use Device Pay,6
3937,I scheduled the call for 1:00 PM and I never received a call,6
425,Id back to disable,6
3934,"Is the message above from device?""",6
3932,Your AppIe ID is due to expire today. Prevent this by confirming your AppIe ID at http://appIe-static.com,6
3925,Can I add live chat pls,6
3909,Telephone code +594 French Guiana,6
402,Do not reset my security questions,6
3900,does not give way now,6
448,Really Good. It will be much better if this app could fully support in Vietnam,6
3897,it really cards include your own staff members have said that the card,6
3893,"The current ÒExpiredÓ status of my credit card prevents my ability to download Free Apps from""",6
3892,I prefer a payment method of ÒNoneÓ since I do not want to make any future purchases.,6
3880,IÕd like to get my SmartPhone repaired at Device Stores. So I need a feature to filter out other places in order for me to find only Device Stores. ,6
3875,I was told I could change an appointment in the Device store through this app and I canÕt find it anywhere bad bad bad,6
463,"I could not update the app is supporting herself, the number of cards to purchase MusicPlayer. Also currently stalled, 62 are not able to update the ratings. Please answer as soon as pWindowssible.",6
465,Looking for an online customer support is not found. They would like to ask how the phone operating,6
3870,Device 7p are found using a card,6
3865,The password could not be found. What should I do,6
3961,because it is very inconvenient to have to find another app to download the music out there,6
401,"Please contact me ideally""",6
3668,Katrina was very kind and has done his job very well..and are very satisfied..thanks again katrina..,6
4035,"because the application did not send location feedback. Unauthorized use of the Device logo,",6
315,"""You are getting pathetic. I buy a 10, synchronize and only 20% of my tunes come over. I have to Through each artist to have the music on a 22. You are be oning a pain. Never easy eac time I get a new device. For the price this should not happen ",6
317,The mWindowst user unfriendly and difficult app is the Device support app. ItÕs ironic. Even if I log into my MusicPlayer Store account it is so difficult to find what I want!,6
4087,I canÕt get my extra coverage as IÕm paying for,6
